document,metadata
"Brand: Sony
Aspects: anc, battery, build, comfort, microphone, sound
Rating: 5.0
Importance Score: 13.00
Review: Tons of options to control these AND can lay down with them!!! So, a lot of people complained about the headphones pausing for voice etc.. there's an app you can download where you can turn off auto pausing, auto turn off, and you can even turn off the noise cancelling. I personally can't handle the noise cancelling aspect, as it hurts my ears and gives me weird head pressure.. so I'm super happy I can turn that off.<br /><br />My headphones lasted about 3 days, listening about 4-6 hours per day. The headphones only take about 30 minutes to charge as well.<br />They are suuuuuper comfortable.<br /><br />I am a smaller person, and a big issue I have with most headphones is they're way too big for my head, so I can't lean my head back onto the bed or couch with them on.<br />Not with these! I can lean my head back FINALLY, and I barely feel like I'm wearing them.<br /><br />I had beats before this, and they hurt my ears and my head because they were so weirdly shaped and tight. Like my ears would literally fall asleep. I seriously don't even notice I'm wearing them. No tightness, no pressure, no ears falling asleep.<br /><br />The case they come with is high quality, and it comes with an aux cord in case you want to listen that way!<br /><br />The sound cancelling is... Amazing. Literally no sound got through. I thought my husband was messing with me and just mouthing words at me, but no.. he was speaking quite loudly.<br /><br />Highly, highly recommend. Probably my favorite out of all the ones I've tried.. and I've tried about 7 just this past year.<br />Splurge and get them, you will not regret it.","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['anc', 'battery', 'build', 'comfort', 'microphone', 'sound'], 'parent_asin': 'B08DBDSVBC'}"
"Brand: Skullcandy
Aspects: battery, comfort, connectivity, microphone, sound
Rating: 5.0
Importance Score: 0.70
Review: Wow, the sound is great on these The first pair didn't charge.  The second one came, they sound great!.  Love the battery life on them.  They come with a crappy case is the only drawback.  I swapped out the earbuds for small and they fit perfect, they come with 3 sizes.  The charging cable could be longer but it's micro so I have a ton of longer ones.","{'type': 'positive_evidence', 'brand': 'Skullcandy', 'aspects': ['battery', 'comfort', 'connectivity', 'microphone', 'sound'], 'parent_asin': 'B0B64X5VKH'}"
"Brand: Bose
Aspects: anc, comfort, connectivity, sound
Rating: 5.0
Importance Score: 0.67
Review: What a deal! Here's that great Bose sound, very good noise cancelling on bluetooth earbuds. I can't imagine better than that.  I use them with my iPhone, iPad, MacBook Pro....... whenever my wife isn't using them.  I probably just go ahead and order her a set so I can have mine back.  I like the cord between the buds..... much easier not to lose.","{'type': 'positive_evidence', 'brand': 'Bose', 'aspects': ['anc', 'comfort', 'connectivity', 'sound'], 'parent_asin': 'B0B62FJF1J'}"
"Brand: Sony
Aspects: build, sound
Rating: 5.0
Importance Score: 0.08
Review: Very good sound quality Very good sound quality","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['build', 'sound'], 'parent_asin': 'B08DBDSVBC'}"
"Brand: Skullcandy
Aspects: battery
Rating: 5.0
Importance Score: 0.49
Review: Work great after 2 months of use I bought these for my teen age son for Christmas.  He walks around the house hands free now listening to his videos or music instead of having to carry his tablet.  They charge quickly and hold a charge for a few days.","{'type': 'positive_evidence', 'brand': 'Skullcandy', 'aspects': ['battery'], 'parent_asin': 'B08HTNC8PJ'}"
"Brand: Soundcore
Aspects: battery, comfort, price
Rating: 4.0
Importance Score: 4.11
Review: Great for runs and exercise This is a great wireless option for exercising at an affordable price point. Great gift for teens and college students as well! You can easily switch pause and play music by clicking the side buttons. Although, I recommend keeping the instruction manual until you get used to the commands. I like how well the charging doc is made. The only down side I see this product is that the magnet is very strong, and the space in the case is very much a tight squeeze. So if you have larger hands and fingers, you may have a hard time taking the buds out. Overall, great product","{'type': 'positive_evidence', 'brand': 'Soundcore', 'aspects': ['battery', 'comfort', 'price'], 'parent_asin': 'B07SJFY5BK'}"
"Brand: Sony
Aspects: anc, battery, comfort, sound
Rating: 4.0
Importance Score: 5.69
Review: Above average offering, but don't care for the design of them or the gesture controls This product feels different to me than other Sony stuff I've gotten. It's like they've gone out of their way to make everything feel like cardboard. The packaging was like egg carton, and the earbuds and their charging station are a rough lightweight material in a drab color. The earbuds themselves are customizable, but bulky compared to the competition. I find them hard to get out of the container, hard to hold onto, and hard to wear. The noise cancellation and sound are both above average though. I like the charging light on the container. It communicates with color and flashes what the status of the product is, and isn't bright or hard to locate.<br /><br />USB-C charging makes the base station charge up nice and fast. It holds the earbuds securely, and doesn't rattle or fall open. It's also a nice pocketable size and shape with no sharp corners, making the whole product especially portable. Controls are gesture, rather than button. I'm not a fan of this because I end up doing a lot of swiping and hoping. A click button interface, I can just click it the number of times I know will do what I need, and move on.<br /><br />I've got a few Sony audio products that I use every day and am very happy with, but with earbuds, I'm sticking with jabra for now. It's a competitive market right now for earbuds. Lots of companies putting out new designs.","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['anc', 'battery', 'comfort', 'sound'], 'parent_asin': 'B096WPKZNR'}"
"Brand: Audio-Technica
Aspects: comfort, price, sound
Rating: 4.0
Importance Score: 8.32
Review: Excellent sound. Okay comfort I had these in my cart for a while and just recently made the purchase. I've owned all of your sub $500 headphones Beyer 770, 880, 990, HD 560s, 6xx, Meze Neo etc. The ATH-M50X is way better than I though it would be. I had been using my HD 560s' for the last few months. They are great but I am surprised that the 50x has quickly booted those to the side.<br />I mainly use my phones for work and gaming. These fit the bill for both. Sound stage and imaging is great on these. Clarity and bass is perfect. The only downside is out of all of my headphones these have 2 big issues. That is why I gave it 4 stars instead of 5.<br />1. Comfort. I can wear my other headphones (listed above) for 6 hours straight while working. These produce some discomfort and pressure on the upper part of my ear at around 2 hours. Honestly, they left enough soreness for me to rub my ear the next day and still feel some tenderness. For long hours I wouldn't recommend these.<br />2. Heat. Again, more than any of my other headphones these produce some crazy heat. In a comfortable room temperature house, your ears will sweat after a couple of hours. The heat obviously radiates and it can make you hot overall.<br />I'd be inclined to change the pads but I really do not want it to affect the awesome sound of these phones. Also, while these are closed back they are closer to semi-opened backs. I can still hear stuff in my surrounding environment when using these. I like open back headphones so this is more of a pro instead of a con.<br />For the price these are hard to beat. If I change the pads I'll update the review. If these had more comfortable pads these would easily be a 10/10. I highly recommend.","{'type': 'positive_evidence', 'brand': 'Audio-Technica', 'aspects': ['comfort', 'price', 'sound'], 'parent_asin': 'B0BD99CPHB'}"
"Brand: Skullcandy
Aspects: build, connectivity, price
Rating: 5.0
Importance Score: 0.30
Review: Great value for the price Exceeded my expectations. Uproar connects to any device instantly. Unlike other headphones I've used, there is no delay at all. And quality is excellent.","{'type': 'positive_evidence', 'brand': 'Skullcandy', 'aspects': ['build', 'connectivity', 'price'], 'parent_asin': 'B08HTNC8PJ'}"
"Brand: Bose
Aspects: anc, battery, comfort, price, sound
Rating: 5.0
Importance Score: 4.93
Review: Great purchase! Great sound from these small earbuds.  They twist in easily and are super comfortable for my small ears.  I have tried numerous earbuds and never found a good fit.  I use these running on the trail, in the gym, or around the house.  They are not noise canceling, but they will drown out just about everything.  Several rubber ear pieces to fit any size ear too.  Great product for the price, and stays charged longer than the product reviews state.  Carrying case comes in very handy for gym goers like myself.","{'type': 'positive_evidence', 'brand': 'Bose', 'aspects': ['anc', 'battery', 'comfort', 'price', 'sound'], 'parent_asin': 'B0B62FJF1J'}"
"Brand: Sony
Aspects: battery, comfort, microphone, price
Rating: 5.0
Importance Score: 3.16
Review: Galaxy buds pro are absolute trash in comparison Can't believe I let my ears suffer by using galaxy buds pro. These are AMAZING. Was hesitant due to price but said f it when I saw it was 10 percent off.<br /><br />I can hear things in my music I never noticed before and these fit so well. The touch controls are amazingly well thought out. ONE issue is if you enable voice assistant you NEED the bud with playback controls to be out of the charging case. Otherwise you can't use 1 bud at a time.<br /><br />But yeah apart from that issue these are amazing buds and I can't wait to use them more.","{'type': 'positive_evidence', 'brand': 'Sony', 'aspects': ['battery', 'comfort', 'microphone', 'price'], 'parent_asin': 'B096WPKZNR'}"
"Brand: Bose
Aspects: build, sound
Rating: 5.0
Importance Score: 0.05
Review: Great Headphones Nice sound quality!","{'type': 'positive_evidence', 'brand': 'Bose', 'aspects': ['build', 'sound'], 'parent_asin': 'B0B62FJF1J'}"
"Brand: Sennheiser
Aspects: battery, build, comfort, microphone, sound
Rating: 5.0
Importance Score: 1.21
Review: 1.5h to Charge for 6h Listening The micro-usb port cover is a really tight fit. Using your finger if you push it straight back the rear will pop out. About the only way i can get it open (no fingernails).<br /><br />The sound quality is really good, on par with some 80 dollar wired Sony earbuds / my MDR 7506's but with more bass.<br /><br />Wind noise is noticeable, but much less so than Beyerdynamic Byron's.<br /><br />The voice that talks to you is very smooth. Dictation is swift and concise.<br />Pressing volume down when not playing audio quickly tells you the expected remaining life.<br /><br />Update: the headphones had great range, but sadly i lost them. They will be sorely missed.","{'type': 'positive_evidence', 'brand': 'Sennheiser', 'aspects': ['battery', 'build', 'comfort', 'microphone', 'sound'], 'parent_asin': 'B075JGSF2V'}"
